Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
Garanti Koza Sofia Open,8/02/2018,ATP250,Indoor,Hard,2nd Round,3,IstominD,TroickiV,TroickiV,2.2,1.61,6-7 6-1 6-7
Garanti Koza Sofia Open,8/02/2018,ATP250,Indoor,Hard,2nd Round,3,BaghdatisM,MannarinoA,BaghdatisM,2.25,1.57,6-7 6-3 6-1
Garanti Koza Sofia Open,8/02/2018,ATP250,Indoor,Hard,2nd Round,3,KlizanM,WawrinkaS,WawrinkaS,2.25,1.57,6-4 2-6 3-6
Garanti Koza Sofia Open,9/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,CopilM,MullerG,CopilM,2.37,1.57,6-4 6-4
Garanti Koza Sofia Open,9/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,BaghdatisM,KovalikJ,KovalikJ,1.36,3.25,6-7 4-6
Garanti Koza Sofia Open,9/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,WawrinkaS,TroickiV,WawrinkaS,1.5,2.62,6-1 7-6
Garanti Koza Sofia Open,9/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,MartererM,BasicM,BasicM,1.57,2.37,4-6 6-4 3-6
Garanti Koza Sofia Open,10/02/2018,ATP250,Indoor,Hard,Semifinals,3,CopilM,KovalikJ,CopilM,1.44,2.75,6-4 6-2
Garanti Koza Sofia Open,10/02/2018,ATP250,Indoor,Hard,Semifinals,3,WawrinkaS,BasicM,BasicM,1.28,3.75,6-7 4-6
Garanti Koza Sofia Open,11/02/2018,ATP250,Indoor,Hard,The Final,3,BasicM,CopilM,BasicM,2.3,1.61,7-6 6-7 6-4
Argentina Open,12/02/2018,ATP250,Outdoor,Clay,1st Round,3,BagnisF,LajovicD,LajovicD,1.72,2.0,6-7 1-6
Argentina Open,12/02/2018,ATP250,Outdoor,Clay,1st Round,3,DelbonisF,MayerF,DelbonisF,1.25,3.75,7-6 6-4
Argentina Open,12/02/2018,ATP250,Outdoor,Clay,1st Round,3,CachinP,BellucciT,BellucciT,3.25,1.33,2-6 1-6
Argentina Open,12/02/2018,ATP250,Outdoor,Clay,1st Round,3,Garcia-LopezG,BerlocqC,Garcia-LopezG,1.8,1.9,6-3 6-3
Argentina Open,12/02/2018,ATP250,Outdoor,Clay,1st Round,3,KickerN,PellaG,PellaG,2.62,1.44,6-2 4-6 4-6
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,BedeneA,VeselyJ,BedeneA,1.9,1.8,6-0 6-3
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,Dutra SilvaR,MayerL,MayerL,2.62,1.44,7-6 2-6 4-6
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,VerdascoF,MonteiroT,VerdascoF,1.36,3.0,6-2 7-5
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,CuevasP,MonfilsG,MonfilsG,1.9,1.8,1-6 4-6
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,EliasG,Carballes BaenaR,EliasG,2.1,1.66,6-2 6-4
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,CecchinatoM,ZeballosH,ZeballosH,2.1,1.66,1-6 4-6
Argentina Open,13/02/2018,ATP250,Outdoor,Clay,1st Round,3,SchwartzmanD,Haider-MaurerA,SchwartzmanD,1.06,10.0,6-4 6-3
Argentina Open,14/02/2018,ATP250,Outdoor,Clay,2nd Round,3,VerdascoF,PellaG,PellaG,1.5,2.5,2-6 4-6
Argentina Open,14/02/2018,ATP250,Outdoor,Clay,2nd Round,3,BedeneA,Ramos-VinolasA,BedeneA,2.0,1.72,3-6 7-5 6-1
Argentina Open,14/02/2018,ATP250,Outdoor,Clay,2nd Round,3,BellucciT,SchwartzmanD,SchwartzmanD,4.0,1.22,6-3 3-6 2-6
Argentina Open,15/02/2018,ATP250,Outdoor,Clay,2nd Round,3,ThiemD,ZeballosH,ThiemD,1.16,5.0,6-4 6-3
Argentina Open,15/02/2018,ATP250,Outdoor,Clay,2nd Round,3,Carreno BustaP,Garcia-LopezG,Garcia-LopezG,1.5,2.5,6-7 6-1 6-7
Argentina Open,15/02/2018,ATP250,Outdoor,Clay,2nd Round,3,DelbonisF,EliasG,DelbonisF,1.57,2.25,7-6 7-6
Argentina Open,15/02/2018,ATP250,Outdoor,Clay,2nd Round,3,LajovicD,MonfilsG,MonfilsG,3.0,1.36,4-6 3-6
Argentina Open,16/02/2018,ATP250,Outdoor,Clay,2nd Round,3,MayerL,FogniniF,MayerL,2.25,1.57,6-3 6-3
Argentina Open,16/02/2018,ATP250,Outdoor,Clay,Quarterfinals,3,Garcia-LopezG,DelbonisF,DelbonisF,2.2,1.66,3-6 5-7
Argentina Open,16/02/2018,ATP250,Outdoor,Clay,Quarterfinals,3,BedeneA,SchwartzmanD,BedeneA,2.75,1.44,6-4 6-4
Argentina Open,16/02/2018,ATP250,Outdoor,Clay,Quarterfinals,3,MayerL,MonfilsG,MonfilsG,2.62,1.5,4-6 6-3 3-6
Argentina Open,17/02/2018,ATP250,Outdoor,Clay,Quarterfinals,3,ThiemD,PellaG,ThiemD,1.28,3.75,7-6 6-4
Argentina Open,17/02/2018,ATP250,Outdoor,Clay,Semifinals,3,DelbonisF,BedeneA,BedeneA,2.3,1.61,4-6 6-2 1-6
Argentina Open,17/02/2018,ATP250,Outdoor,Clay,Semifinals,3,ThiemD,MonfilsG,ThiemD,1.36,3.25,6-2 6-1
Argentina Open,18/02/2018,ATP250,Outdoor,Clay,The Final,3,BedeneA,ThiemD,ThiemD,4.5,1.2,2-6 4-6
New York Open,12/02/2018,ATP250,Indoor,Hard,1st Round,3,SelaD,BasilashviliN,SelaD,2.0,1.72,6-4 6-4
New York Open,12/02/2018,ATP250,Indoor,Hard,1st Round,3,DonaldsonJ,KarlovicI,KarlovicI,2.1,1.66,4-6 6-7
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,HarrisonR,YoungD,HarrisonR,1.4,2.75,6-3 7-6
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,KordaS,TiafoeF,TiafoeF,5.0,1.16,6-4 4-6 2-6
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,Menendez-MaceirasA,JohnsonS,Menendez-MaceirasA,3.25,1.33,1-6 6-3 7-6
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,FratangeloB,AlbotR,AlbotR,1.57,2.25,4-6 3-6
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,GojowczykP,KavcicB,GojowczykP,1.2,4.33,6-4 6-2
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,TravagliaS,ChardyJ,ChardyJ,2.37,1.53,6-4 6-7 4-6
New York Open,13/02/2018,ATP250,Indoor,Hard,1st Round,3,DonskoyE,Estrella BurgosV,DonskoyE,1.18,4.5,7-5 6-1
New York Open,14/02/2018,ATP250,Indoor,Hard,1st Round,3,RubinN,NishikoriK,NishikoriK,5.0,1.16,5-7 3-6
New York Open,14/02/2018,ATP250,Indoor,Hard,1st Round,3,YouzhnyM,EbdenM,YouzhnyM,1.8,1.9,3-6 6-3 6-4
New York Open,14/02/2018,ATP250,Indoor,Hard,1st Round,3,McdonaldM,EscobedoE,EscobedoE,1.61,2.2,6-4 3-6 6-7
New York Open,14/02/2018,ATP250,Indoor,Hard,2nd Round,3,Menendez-MaceirasA,ChardyJ,Menendez-MaceirasA,3.5,1.28,7-5 7-6
New York Open,15/02/2018,ATP250,Indoor,Hard,2nd Round,3,IsnerJ,AlbotR,AlbotR,1.2,4.5,6-7 6-3 3-6
New York Open,15/02/2018,ATP250,Indoor,Hard,2nd Round,3,NishikoriK,DonskoyE,NishikoriK,1.22,4.0,6-2 6-4
New York Open,15/02/2018,ATP250,Indoor,Hard,2nd Round,3,SelaD,TiafoeF,TiafoeF,2.1,1.66,4-6 6-3 0-6
New York Open,15/02/2018,ATP250,Indoor,Hard,2nd Round,3,KarlovicI,HarrisonR,KarlovicI,2.0,1.72,6-4 6-4
New York Open,15/02/2018,ATP250,Indoor,Hard,2nd Round,3,EscobedoE,AndersonK,AndersonK,4.5,1.2,6-3 4-6 6-7
New York Open,16/02/2018,ATP250,Indoor,Hard,2nd Round,3,QuerreyS,YouzhnyM,QuerreyS,1.3,3.4,6-4 6-3
New York Open,16/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,Menendez-MaceirasA,MannarinoA,MannarinoA,4.5,1.2,5-7 6-2 3-6
New York Open,16/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,QuerreyS,KarlovicI,QuerreyS,1.66,2.2,7-6 7-6
New York Open,17/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,AlbotR,NishikoriK,NishikoriK,6.5,1.11,6-4 3-6 1-6
New York Open,17/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,AndersonK,TiafoeF,AndersonK,1.36,3.25,6-3 5-7 6-4
New York Open,17/02/2018,ATP250,Indoor,Hard,Semifinals,3,MannarinoA,QuerreyS,QuerreyS,2.2,1.66,7-6 5-7 3-6
New York Open,18/02/2018,ATP250,Indoor,Hard,Semifinals,3,AndersonK,NishikoriK,AndersonK,2.37,1.57,6-1 3-6 7-6
New York Open,18/02/2018,ATP250,Indoor,Hard,The Final,3,QuerreyS,AndersonK,AndersonK,2.0,1.8,6-4 3-6 6-7
ABN AMRO World Tennis Tournament,12/02/2018,ATP500,Indoor,Hard,1st Round,3,LopezF,KlizanM,LopezF,2.0,1.72,6-3 7-6
ABN AMRO World Tennis Tournament,12/02/2018,ATP500,Indoor,Hard,1st Round,3,ZverevM,BerdychT,BerdychT,5.0,1.16,5-7 3-6
ABN AMRO World Tennis Tournament,12/02/2018,ATP500,Indoor,Hard,1st Round,3,ZverevA,FerrerD,ZverevA,1.36,3.0,6-4 6-3
ABN AMRO World Tennis Tournament,12/02/2018,ATP500,Indoor,Hard,1st Round,3,SousaJ,SeppiA,SeppiA,1.9,1.8,4-6 6-1 2-6
ABN AMRO World Tennis Tournament,13/02/2018,ATP500,Indoor,Hard,1st Round,3,KohlschreiberP,KhachanovK,KohlschreiberP,2.37,1.53,3-6 7-6 7-6
ABN AMRO World Tennis Tournament,13/02/2018,ATP500,Indoor,Hard,1st Round,3,StruffJL,TroickiV,TroickiV,1.61,2.2,6-1 6-7 2-6
ABN AMRO World Tennis Tournament,13/02/2018,ATP500,Indoor,Hard,1st Round,3,MedvedevD,MullerG,MedvedevD,1.72,2.0,6-4 7-6
ABN AMRO World Tennis Tournament,13/02/2018,ATP500,Indoor,Hard,1st Round,3,MahutN,GoffinD,GoffinD,6.0,1.12,1-6 3-6
ABN AMRO World Tennis Tournament,13/02/2018,ATP500,Indoor,Hard,1st Round,3,GriekspoorT,WawrinkaS,GriekspoorT,7.0,1.1,4-6 6-3 6-2
ABN AMRO World Tennis Tournament,13/02/2018,ATP500,Indoor,Hard,1st Round,3,Auger-AliassimeF,KrajinovicF,KrajinovicF,2.25,1.57,2-6 6-3 5-7
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,1st Round,3,RublevA,PouilleL,RublevA,1.72,2.0,7-5 6-4
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,1st Round,3,CopilM,DzumhurD,DzumhurD,2.75,1.4,4-6 4-6
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,1st Round,3,HaaseR,De BakkerT,HaaseR,1.4,2.75,6-2 6-2
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,1st Round,3,SugitaY,DimitrovG,DimitrovG,4.0,1.22,4-6 6-7
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,1st Round,3,FedererR,BemelmansR,FedererR,1.03,15.0,6-1 6-2
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,2nd Round,3,LopezF,GoffinD,GoffinD,4.5,1.2,1-6 3-6
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,2nd Round,3,BerdychT,TroickiV,BerdychT,1.2,4.5,6-1 6-2
ABN AMRO World Tennis Tournament,14/02/2018,ATP500,Indoor,Hard,2nd Round,3,ZverevA,SeppiA,SeppiA,1.16,5.0,4-6 3-6
ABN AMRO World Tennis Tournament,15/02/2018,ATP500,Indoor,Hard,2nd Round,3,RublevA,DzumhurD,RublevA,1.4,2.75,6-4 7-6
ABN AMRO World Tennis Tournament,15/02/2018,ATP500,Indoor,Hard,2nd Round,3,HerbertPH,MedvedevD,MedvedevD,2.37,1.53,6-3 6-7 4-6
ABN AMRO World Tennis Tournament,15/02/2018,ATP500,Indoor,Hard,2nd Round,3,DimitrovG,KrajinovicF,DimitrovG,1.16,5.0,7-6 7-5
ABN AMRO World Tennis Tournament,15/02/2018,ATP500,Indoor,Hard,2nd Round,3,KohlschreiberP,FedererR,FedererR,13.0,1.04,6-7 5-7
ABN AMRO World Tennis Tournament,15/02/2018,ATP500,Indoor,Hard,2nd Round,3,HaaseR,GriekspoorT,HaaseR,1.22,4.0,6-4 6-0
ABN AMRO World Tennis Tournament,16/02/2018,ATP500,Indoor,Hard,Quarterfinals,3,RublevA,DimitrovG,DimitrovG,2.75,1.44,3-6 4-6
ABN AMRO World Tennis Tournament,16/02/2018,ATP500,Indoor,Hard,Quarterfinals,3,FedererR,HaaseR,FedererR,1.06,10.0,4-6 6-1 6-1
ABN AMRO World Tennis Tournament,16/02/2018,ATP500,Indoor,Hard,Quarterfinals,3,MedvedevD,SeppiA,SeppiA,1.8,2.0,6-7 6-4 3-6
ABN AMRO World Tennis Tournament,17/02/2018,ATP500,Indoor,Hard,Semifinals,3,FedererR,SeppiA,FedererR,1.05,11.0,6-3 7-6
ABN AMRO World Tennis Tournament,18/02/2018,ATP500,Indoor,Hard,The Final,3,DimitrovG,FedererR,FedererR,4.0,1.25,2-6 2-6
Delray Beach Open,19/02/2018,ATP250,Outdoor,Hard,1st Round,3,ChungH,NorrieC,ChungH,1.25,3.75,3-6 6-3 6-1
Delray Beach Open,19/02/2018,ATP250,Outdoor,Hard,1st Round,3,RamanathanR,YoungD,YoungD,2.37,1.53,1-6 2-6
Delray Beach Open,19/02/2018,ATP250,Outdoor,Hard,1st Round,3,TiafoeF,EbdenM,TiafoeF,1.66,2.1,6-2 2-6 6-2
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,SmithJP,SockJ,SockJ,3.4,1.3,4-6 4-6
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,IsnerJ,AlbotR,IsnerJ,1.28,3.5,5-7 6-3 6-4
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,HarrisonR,OpelkaR,OpelkaR,1.44,2.62,6-7 6-7
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,GojowczykP,LackoL,GojowczykP,1.57,2.25,3-6 7-5 6-1
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,BasilashviliN,JohnsonS,JohnsonS,2.75,1.4,3-6 4-6
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,SkugorF,BublikA,SkugorF,2.0,1.72,6-2 7-5
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,DanielT,RaonicM,RaonicM,5.0,1.16,1-6 5-7
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,DonaldsonJ,PolanskyP,DonaldsonJ,1.36,3.0,7-6 6-1
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,KingD,DonskoyE,DonskoyE,2.2,1.61,4-6 2-6
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,ShapovalovD,KarlovicI,ShapovalovD,1.72,2.0,7-5 7-6
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,SelaD,YouzhnyM,YouzhnyM,1.66,2.1,5-7 4-6
Delray Beach Open,20/02/2018,ATP250,Outdoor,Hard,1st Round,3,FritzT,QuerreyS,FritzT,2.5,1.5,2-6 6-3 7-6
Delray Beach Open,21/02/2018,ATP250,Outdoor,Hard,1st Round,3,ChardyJ,Del PotroJM,Del PotroJM,5.0,1.16,2-6 4-6
Delray Beach Open,21/02/2018,ATP250,Outdoor,Hard,2nd Round,3,DonskoyE,YoungD,DonskoyE,2.1,1.66,7-6 6-3
Delray Beach Open,21/02/2018,ATP250,Outdoor,Hard,2nd Round,3,IsnerJ,GojowczykP,GojowczykP,1.53,2.37,6-7 7-6 6-7
Delray Beach Open,21/02/2018,ATP250,Outdoor,Hard,2nd Round,3,JohnsonS,RaonicM,JohnsonS,3.0,1.36,6-2 6-4
Delray Beach Open,21/02/2018,ATP250,Outdoor,Hard,2nd Round,3,SockJ,OpelkaR,OpelkaR,1.33,3.25,6-4 5-7 3-6
Delray Beach Open,22/02/2018,ATP250,Outdoor,Hard,2nd Round,3,ShapovalovD,DonaldsonJ,ShapovalovD,1.5,2.5,6-7 6-4 6-4
Delray Beach Open,22/02/2018,ATP250,Outdoor,Hard,2nd Round,3,YouzhnyM,FritzT,FritzT,2.5,1.5,1-6 6-4 3-6
Delray Beach Open,22/02/2018,ATP250,Outdoor,Hard,2nd Round,3,ChungH,SkugorF,ChungH,1.11,6.5,6-4 7-6
Delray Beach Open,23/02/2018,ATP250,Outdoor,Hard,2nd Round,3,Del PotroJM,TiafoeF,TiafoeF,1.2,4.33,6-7 6-4 5-7
Delray Beach Open,23/02/2018,ATP250,Outdoor,Hard,Quarterfinals,3,JohnsonS,DonskoyE,JohnsonS,1.44,2.62,6-1 6-4
Delray Beach Open,23/02/2018,ATP250,Outdoor,Hard,Quarterfinals,3,OpelkaR,GojowczykP,GojowczykP,2.5,1.5,6-7 3-6
Delray Beach Open,23/02/2018,ATP250,Outdoor,Hard,Quarterfinals,3,ShapovalovD,FritzT,ShapovalovD,1.61,2.25,7-5 6-4
Delray Beach Open,24/02/2018,ATP250,Outdoor,Hard,Quarterfinals,3,ChungH,TiafoeF,TiafoeF,1.36,3.25,7-5 4-6 4-6
Delray Beach Open,24/02/2018,ATP250,Outdoor,Hard,Semifinals,3,GojowczykP,JohnsonS,GojowczykP,2.2,1.66,7-6 6-3
Delray Beach Open,25/02/2018,ATP250,Outdoor,Hard,Semifinals,3,ShapovalovD,TiafoeF,TiafoeF,1.53,2.5,5-7 4-6
Delray Beach Open,25/02/2018,ATP250,Outdoor,Hard,The Final,3,TiafoeF,GojowczykP,TiafoeF,1.8,2.0,6-1 6-4
Open 13,19/02/2018,ATP250,Indoor,Hard,1st Round,3,KukushkinM,DzumhurD,DzumhurD,3.25,1.33,7-6 6-7 1-6
Open 13,19/02/2018,ATP250,Indoor,Hard,1st Round,3,BenneteauJ,JaziriM,BenneteauJ,1.36,3.0,6-4 6-3
Open 13,19/02/2018,ATP250,Indoor,Hard,1st Round,3,Auger-AliassimeF,FabbianoT,FabbianoT,1.57,2.25,3-6 4-6
Open 13,20/02/2018,ATP250,Indoor,Hard,1st Round,3,KrajinovicF,SousaJ,KrajinovicF,1.53,2.37,3-6 6-4 6-4
Open 13,20/02/2018,ATP250,Indoor,Hard,1st Round,3,DjereL,IvashkaI,IvashkaI,2.62,1.44,3-6 1-6
Open 13,20/02/2018,ATP250,Indoor,Hard,1st Round,3,KhachanovK,BemelmansR,KhachanovK,1.5,2.5,6-3 7-6
Open 13,20/02/2018,ATP250,Indoor,Hard,1st Round,3,GastonH,TravagliaS,TravagliaS,9.0,1.05,2-6 2-6
Open 13,20/02/2018,ATP250,Indoor,Hard,1st Round,3,SimonG,MartererM,SimonG,1.61,2.2,7-6 7-6
Open 13,20/02/2018,ATP250,Indoor,Hard,1st Round,3,GombosN,HerbertPH,HerbertPH,2.2,1.61,2-6 6-7
Open 13,21/02/2018,ATP250,Indoor,Hard,1st Round,3,ZverevM,KavcicB,ZverevM,1.36,3.0,6-4 6-4
Open 13,21/02/2018,ATP250,Indoor,Hard,1st Round,3,StakhovskyS,MullerG,MullerG,2.62,1.44,5-7 3-6
Open 13,21/02/2018,ATP250,Indoor,Hard,1st Round,3,MahutN,TsitsipasS,MahutN,2.1,1.66,7-5 7-6
Open 13,21/02/2018,ATP250,Indoor,Hard,2nd Round,3,FabbianoT,DzumhurD,DzumhurD,4.5,1.2,7-6 6-7 6-7
Open 13,21/02/2018,ATP250,Indoor,Hard,2nd Round,3,PouilleL,HerbertPH,PouilleL,1.4,2.75,3-6 7-6 6-4
Open 13,21/02/2018,ATP250,Indoor,Hard,2nd Round,3,Bautista AgutR,BenneteauJ,BenneteauJ,1.44,2.62,6-7 6-7
Open 13,22/02/2018,ATP250,Indoor,Hard,2nd Round,3,KhachanovK,ZverevM,KhachanovK,1.44,2.75,6-2 6-1
Open 13,22/02/2018,ATP250,Indoor,Hard,2nd Round,3,SimonG,KrajinovicF,KrajinovicF,1.57,2.25,3-6 3-6
Open 13,22/02/2018,ATP250,Indoor,Hard,2nd Round,3,MahutN,MullerG,MahutN,2.1,1.66,3-6 6-2 6-4
Open 13,22/02/2018,ATP250,Indoor,Hard,2nd Round,3,TravagliaS,BerdychT,BerdychT,6.0,1.12,7-5 6-7 3-6
Open 13,23/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,KhachanovK,BenneteauJ,KhachanovK,1.66,2.2,6-4 6-4
Open 13,23/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,KrajinovicF,PouilleL,PouilleL,2.75,1.44,6-7 6-3 4-6
Open 13,23/02/2018,ATP250,Indoor,Hard,Quarterfinals,3,IvashkaI,MahutN,IvashkaI,2.37,1.57,4-6 6-3 7-5
Open 13,24/02/2018,ATP250,Indoor,Hard,Semifinals,3,BerdychT,KhachanovK,KhachanovK,1.66,2.2,3-6 2-6
Open 13,24/02/2018,ATP250,Indoor,Hard,Semifinals,3,PouilleL,IvashkaI,PouilleL,1.22,4.33,6-3 7-6
Open 13,25/02/2018,ATP250,Indoor,Hard,The Final,3,PouilleL,KhachanovK,KhachanovK,1.8,2.0,5-7 6-3 5-7
Rio Open,19/02/2018,ATP500,Outdoor,Clay,1st Round,3,JarryN,Garcia-LopezG,JarryN,2.1,1.66,6-3 7-6
Rio Open,19/02/2018,ATP500,Outdoor,Clay,1st Round,3,Dutra SilvaR,Ramos-VinolasA,Ramos-VinolasA,3.5,1.28,3-6 6-3 4-6
Rio Open,19/02/2018,ATP500,Outdoor,Clay,1st Round,3,VerdascoF,MayerL,VerdascoF,1.66,2.1,6-2 3-6 6-3
Rio Open,19/02/2018,ATP500,Outdoor,Clay,1st Round,3,BerlocqC,CilicM,CilicM,5.0,1.16,3-6 2-6
Rio Open,19/02/2018,ATP500,Outdoor,Clay,1st Round,3,EliasG,PellaG,EliasG,3.4,1.3,6-4 5-7 7-5
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,BellucciT,FogniniF,FogniniF,2.75,1.4,7-6 5-7 2-6
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,AndujarP,MelzerG,AndujarP,3.75,1.25,7-5 6-2
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,Estrella BurgosV,KickerN,KickerN,3.4,1.3,3-6 3-6
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,CuevasP,MonteiroT,CuevasP,1.44,2.62,6-7 7-6 6-3
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,Haider-MaurerA,BedeneA,BedeneA,7.0,1.1,5-7 0-6
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,Carreno BustaP,CecchinatoM,Carreno BustaP,1.4,2.75,6-4 6-1
Rio Open,20/02/2018,ATP500,Outdoor,Clay,1st Round,3,ZeballosH,MonfilsG,MonfilsG,3.5,1.28,5-7 6-3 5-7
Rio Open,21/02/2018,ATP500,Outdoor,Clay,1st Round,3,ThiemD,LajovicD,ThiemD,1.1,7.0,6-2 7-5
Rio Open,21/02/2018,ATP500,Outdoor,Clay,2nd Round,3,DelbonisF,SchwartzmanD,SchwartzmanD,3.0,1.36,2-6 3-6
Rio Open,21/02/2018,ATP500,Outdoor,Clay,2nd Round,3,JarryN,Ramos-VinolasA,JarryN,3.0,1.36,7-5 6-3
Rio Open,22/02/2018,ATP500,Outdoor,Clay,2nd Round,3,Carreno BustaP,BedeneA,BedeneA,1.83,1.83,2-6 7-5 2-6
Rio Open,22/02/2018,ATP500,Outdoor,Clay,2nd Round,3,CuevasP,EliasG,CuevasP,1.36,3.0,7-5 6-1
Rio Open,22/02/2018,ATP500,Outdoor,Clay,2nd Round,3,SandgrenT,FogniniF,FogniniF,4.0,1.22,6-4 4-6 6-7
Rio Open,22/02/2018,ATP500,Outdoor,Clay,2nd Round,3,MonfilsG,CilicM,MonfilsG,3.0,1.36,6-3 7-6
Rio Open,22/02/2018,ATP500,Outdoor,Clay,2nd Round,3,KickerN,VerdascoF,VerdascoF,3.25,1.33,7-6 2-6 0-6
Rio Open,23/02/2018,ATP500,Outdoor,Clay,Quarterfinals,3,JarryN,CuevasP,JarryN,2.75,1.44,7-5 6-3
Rio Open,23/02/2018,ATP500,Outdoor,Clay,Quarterfinals,3,MonfilsG,SchwartzmanD,SchwartzmanD,2.0,1.8,3-6 4-6
Rio Open,23/02/2018,ATP500,Outdoor,Clay,Quarterfinals,3,VerdascoF,ThiemD,VerdascoF,4.0,1.25,6-4 6-0
Rio Open,24/02/2018,ATP500,Outdoor,Clay,Quarterfinals,3,BedeneA,FogniniF,FogniniF,2.0,1.8,7-6 3-6 1-6
Rio Open,24/02/2018,ATP500,Outdoor,Clay,Semifinals,3,SchwartzmanD,JarryN,SchwartzmanD,1.28,3.75,7-5 6-2
Rio Open,24/02/2018,ATP500,Outdoor,Clay,Semifinals,3,FogniniF,VerdascoF,VerdascoF,2.1,1.72,1-6 5-7
Rio Open,25/02/2018,ATP500,Outdoor,Clay,The Final,3,SchwartzmanD,VerdascoF,SchwartzmanD,1.72,2.1,6-2 6-3
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,IsnerJ,HarrisonR,HarrisonR,1.57,2.25,3-6 6-7
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,FerrerD,RublevA,FerrerD,2.5,1.5,6-4 6-3
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,AlbotR,AndersonK,AndersonK,5.5,1.14,4-6 3-6
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,EbdenM,QuerreyS,EbdenM,4.0,1.22,6-3 1-6 7-6
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,BerankisR,MannarinoA,MannarinoA,3.0,1.36,5-7 1-6
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,ShapovalovD,NishikoriK,ShapovalovD,2.62,1.44,6-7 6-3 6-1
Abierto Mexicano,27/02/2018,ATP500,Outdoor,Hard,1st Round,3,YoungD,ChungH,ChungH,3.5,1.28,6-7 1-6
Abierto Mexicano,28/02/2018,ATP500,Outdoor,Hard,1st Round,3,Del PotroJM,ZverevM,Del PotroJM,1.16,5.0,6-1 6-2
Abierto Mexicano,28/02/2018,ATP500,Outdoor,Hard,1st Round,3,SockJ,EscobedoE,EscobedoE,1.5,2.5,5-7 6-7
Abierto Mexicano,28/02/2018,ATP500,Outdoor,Hard,1st Round,3,KokkinakisT,BublikA,KokkinakisT,1.66,2.1,6-4 6-3
